smiles,pACT
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3ccccc3Br)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3ccc(Cl)cc3Cl)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4cnc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.05
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.05
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(NC)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.1
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N(C)C)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.1
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCCC5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.39
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCOCC5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.2
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCNCC5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCNCC5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(N)CC5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(NC)CC5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(N)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(NC)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(CN)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(CNC)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCN(C)CC5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCNC(C)C5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(N)CC5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCCC(N)C5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(NC)CC5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(N(C)C)CC5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(N)C5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(NC)C5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(N(C)C)C5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(CN)C5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(CNC)C5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CC(N)C5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CC(NC)C5)nc(N)nc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2cccs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nccs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2cnccn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncccn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cccnn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ccncc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.031
C=CC1(C)CC(OC(=O)CSc2cncc(C=NOCC)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2cncc(C(=O)OC)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2cncc(OC)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2cncc(F)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2cncc(CO)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.031
C=CC1(C)CC(OC(=O)CSc2cncc(O)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cncc(N)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.031
C=CC1(C)CC(OC(=O)CSc2cncc(C=NO)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cncc(C=NN)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2cncc(C=NOC)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncccc2[N+](=O)[O-])C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncccc2CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cc(C#N)ccn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ccc(N)cn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cc(C=NO)ccn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cc(C=NN)ccn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2ccnc(N)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2ccnc(CO)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CN2CCCC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2CCCCC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)C=Cc3ccc(OC)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CSc2nc(NC(=O)CN3CCNCC3)c3cc[nH]c3n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CS(=O)S(=O)c2nc[nH]n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CS(=O)Sc2nc(C)cc(O)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CNC(=S)Nc2ccccc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CNC(=S)Nc2ccc3ccccc3c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)CNC(=S)NC(=O)c2ccc(Br)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,16
C=CC1(C)CC(OC(=O)CNC(=S)NC(=O)c2ccc(F)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CNC(=O)NCC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CNC(=O)NCCC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CNC(=O)NC2CCCCC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CNC(=O)Nc2ccccc2-c2ccccc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CNC(=O)Nc2cccc3ccccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CNC(=O)c2ccccc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CNC(=O)c2cccc(C)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CNC(=O)c2ccc(F)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CNC(=O)c2cccc(Cl)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CNC(=O)CN2CCN(c3cccc(C)c3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CNC(=O)CN2CCN(c3cccc(OC)c3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CNC(=O)CN2CCN(c3ccccc3O)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)CNC(=O)CN2CCN(c3ccccc3Cl)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CNC(=O)CN2CCN(c3ccc(F)cc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2Cc3ccccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CN2Cc3c(OC)cccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2Cc3c(cccc3[N+](=O)[O-])C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CN2Cc3ccc(F)cc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CN2Cc3cc(N4CCCCC4)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2Cc3cc(N4CCOCC4)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CN2Cc3cc(N4CCN(C)CC4)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CN2Cc3cc(NCc4ccccc4)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2Cc3cc(NC(=O)C(F)(F)F)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2Cc3ccc(NC(=O)CN4CCOCC4)cc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CN2Cc3ccc(NC(=O)CN4CCN(C)CC4)cc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CN2Cc3ccc(NC(=O)CN4CCN(CCO)CC4)cc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CN2Cc3ccc(NC(=O)CCN4CCOCC4)cc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CN2Cc3ccc(NC(=O)CCN4CCN(C)CC4)cc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CN2Cc3ccc(NC(=O)CCN4CCN(CCO)CC4)cc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2
C=CC1(C)CC(OC(=O)CN2Cc3ccc(NC(C)C(=O)O)cc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CN2Cc3ccc(N4CCCC4C(=O)O)cc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)N2CCc3cc(OC)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)N2CCc3ccccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)N2CCc3cc(OC)c([N+](=O)[O-])cc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)N2CCc3ccc([N+](=O)[O-])cc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)N2CCc3cc(OCCN4CCCCC4)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)N2CCc3cc(OCCN4CCOCC4)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)N2CCc3cc(OCCN4CCN(C)CC4)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)N2CCc3cc(OCCCN4CCCCC4)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)N2CCc3cc(OCCCN4CCOCC4)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)N2CCc3cc(OCCCN4CCN(C)CC4)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)N2CCc3cc(OCCCCN4CCOCC4)ccc3C2=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CN)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)C(C)N)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)C(N)C(C)C)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)C(N)C(C)CC)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)C(N)CC(C)C)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.031
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CC3CCCCN3)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CC3CCCN3)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CN(C)C)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CN3CCCC3)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CN3CCCCC3)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CN3CCCC(CO)C3)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CN3CCC(O)CC3)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.031
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CN3CCC(O)C3)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CN3CCCC3CO)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CN3CCCC3CN)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2cncc(NC(=O)CNCCO)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cccc(Oc3cccc(NC(=O)C(C)(C)C)c3)c2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,4
C=CC1(C)CC(OC(=O)CSc2ccc(Oc3ccc(-c4ccccc4C#N)cc3)cc2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,4
C=CC1(C)CC(OC(=O)CSc2ccccc2OCc2ccc(C)cc2)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,16
C=CC1(C)CC(OC(=O)CO)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,3.125
C=CC1(C)CC(OC(=O)CSCC(=O)OC)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,3.125
C=CC1(C)CC(OC(=O)CSCCC(=O)OC)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,3.125
C=CC1(C)CC(OC(=O)CSCCN)C2(C)CCCC3(CCC(=O)C23)C(C)C1O,6.25
